type,object_id,title,artist,price,currency,imageUrl,productUrl,description,roomId,galleryId,locationId,locationName,catalogueId,widthInches,heightInches,heightMeters,frame,scale
artwork,art_mit8qwv3_5uiyrw,Business Card,Morning Coffee Artist,50,USD,https://morningcoffeeartist.myshopify.com/cdn/shop/files/rn-image_picker_lib_temp_9b376652-a97a-417a-9f8b-4902385cdba6.jpg?v=1752306224,https://morningcoffeeartist.myshopify.com/products/business,"Morning Coffee Artist Daniel Holmes, A.M.HASSAN, Edwin Lockridge, Cheryl Harris. Ellie Kane, David Cline ( Clincasso ), Teri Palmer",main-gallery,main-gallery,main-gallery:3,Main Gallery - 3,cat_33,26.63,36,0.9144,classic,1
artwork,art_mit8zqwa_urf3s0,Butter Fly Tree,Morning Coffee Artist,500,USD,https://morningcoffeeartist.myshopify.com/cdn/shop/files/rn-image_picker_lib_temp_38772f71-cb91-46a5-addf-535ea8d6c207.jpg?v=1750443254,https://morningcoffeeartist.myshopify.com/products/butter-fly-tree,Mix Media Acrylic,main-gallery,main-gallery,main-gallery:9,Main Gallery - 9,cat_32,7.5,10,0.254,classic,1
artwork,art_mit94jmq_7sc810,LRG,Morning Coffee Artist,500,USD,https://morningcoffeeartist.myshopify.com/cdn/shop/files/rn-image_picker_lib_temp_dd02f130-d5d3-4255-a75d-1602acc56304.jpg?v=1750443254,https://morningcoffeeartist.myshopify.com/products/lrg,"Edwin Lockridge Mix Media 36"" x 24"" $ 500.00",main-gallery,main-gallery,main-gallery:8,Main Gallery - 8,cat_18,18,24,0.61,classic,1
artwork,art_mit9v5tm_89i64f,Our Lives Are As An Unwritten Song,Morning Coffee Artist,40,USD,https://morningcoffeeartist.myshopify.com/cdn/shop/files/rn-image_picker_lib_temp_7d0ab824-694c-405e-ae6b-0e92fe32bbfa.jpg?v=1753160311,https://morningcoffeeartist.myshopify.com/products/our-lives-are-as-an-unwritten-song-1,"Painting to poem to song Written By Daniel Holmes Lyrics by Daniel Holmes Melody By Belmont University located on youtube and 150 more networks facebook instagram ect.Like and Subscribe $ 75.00",main-gallery,main-gallery,main-gallery:4,Main Gallery - 4,cat_2,9.23,20,0.508,classic,1
artwork,art_mitaqqg8_a73rzk,Summer Sunset,Morning Coffee Artist,65,USD,https://morningcoffeeartist.myshopify.com/cdn/shop/files/rn-image_picker_lib_temp_2a4b3c19-0fd6-4cbf-8744-f334c06dcfa1.jpg?v=1750635332,https://morningcoffeeartist.myshopify.com/products/summer-sunset,A.M.Hassan Acrylic Painting $ 65.00,main-gallery,main-gallery,main-gallery:5,Main Gallery - 5,cat_6,16.62,36,0.9144,classic,1
artwork,art_mitblzk8_njuj7e,Rise and Fall,Morning Coffee Artist,500,USD,https://morningcoffeeartist.myshopify.com/cdn/shop/files/rn-image_picker_lib_temp_73164819-29cc-4924-ba87-f1016f8d66cd.jpg?v=1750442756,https://morningcoffeeartist.myshopify.com/products/rise-and-fall,"Edwin Lockridge Mix Media 20"" x 16"" $500.00",main-gallery,main-gallery,main-gallery:6,Main Gallery - 6,cat_9,9.23,20,0.508,classic,1
artwork,art_mitbtqzu_r1jtk2,Morning Coffee Artist,Morning Coffee Artist,0,USD,https://morningcoffeeartist.myshopify.com/cdn/shop/files/rn-image_picker_lib_temp_80370a57-1b60-4970-abdb-5c6196caaf5e.jpg?v=1750441412,https://morningcoffeeartist.myshopify.com/products/morning-coffee-artist,Morning Coffee Artist Voices Of Resilience Nashville Homeless Choir,main-gallery,main-gallery,main-gallery:7,Main Gallery - 7,cat_15,9.23,20,0.508,classic,1
artwork,art_mitcupmt_jqs9c7,Strength and Beauty,Morning Coffee Artist,250,USD,https://morningcoffeeartist.myshopify.com/cdn/shop/files/rn-image_picker_lib_temp_7bbb1a29-b094-455d-a278-bac86c4d6300.jpg?v=1750443254,https://morningcoffeeartist.myshopify.com/products/strength,"Daniel Holmes Edwin Lockridge Mix Media 24"" x 18"" $250.00",main-gallery,main-gallery,main-gallery:1,Main Gallery - 1,cat_7,18,24,0.61,classic,1
gallery,daniel-holmes-wwlf,Gallery 1,,,,,,,,main-gallery,,,,,,,,
gallery,contemporary-wing,New Gallery,,,,,,,,,,,,,,,,
